Date,Sg. Galas Dabong (m)
11/7/2018,29.48
12/7/2018,29.49
13/7/2018,29.43
14/7/2018,29.36
15/7/2018,29.35
16/7/2018,29.3
17/7/2018,29.19
18/7/2018,29.12
19/7/2018,29.04
20/7/2018,28.9
21/7/2018,28.7
22/7/2018,28.71
23/7/2018,28.65
24/7/2018,28.48
25/7/2018,28.35
26/7/2018,28.31
27/7/2018,28.25
28/7/2018,28.18
29/7/2018,26.33
30/7/2018,26.34
31/7/2018,26.76
1/8/2018,27.98
2/8/2018,27.86
3/8/2018,27.85
4/8/2018,27.8
5/8/2018,27.71
6/8/2018,27.59
7/8/2018,27.56
8/8/2018,27.46
9/8/2018,27.38
10/8/2018,27.27
11/8/2018,27.29
12/8/2018,27.24
13/8/2018,27.14
14/8/2018,27.11
15/8/2018,27.07
16/8/2018,27.03
17/8/2018,27.01
18/8/2018,26.98
19/8/2018,26.85
20/8/2018,26.7
21/8/2018,26.71
22/8/2018,26.67
23/8/2018,26.6
24/8/2018,26.6
25/8/2018,26.55
26/8/2018,26.52
27/8/2018,26.47
28/8/2018,26.43
29/8/2018,25.69
30/8/2018,25.68
31/8/2018,26.02
1/9/2018,26.19
2/9/2018,26.16
3/9/2018,26.13
4/9/2018,26.09
5/9/2018,26.06
6/9/2018,26.11
7/9/2018,26.03
8/9/2018,26.02
9/9/2018,25.99
10/9/2018,25.96
11/9/2018,25.91
12/9/2018,25.91
13/9/2018,25.93
14/9/2018,25.84
15/9/2018,25.86
16/9/2018,25.91
17/9/2018,25.88
18/9/2018,25.79
19/9/2018,25.8
20/9/2018,25.73
21/9/2018,25.69
22/9/2018,25.71
23/9/2018,25.79
24/9/2018,25.79
25/9/2018,25.75
26/9/2018,25.7
27/9/2018,25.69
28/9/2018,25.69
29/9/2018,25.27
30/9/2018,25.28
1/10/2018,25.68
2/10/2018,25.62
3/10/2018,25.54
4/10/2018,25.59
5/10/2018,25.5
6/10/2018,25.51
7/10/2018,25.44
8/10/2018,25.44
9/10/2018,25.42
10/10/2018,25.42
11/10/2018,25.37
12/10/2018,25.35
13/10/2018,25.41
14/10/2018,25.38
15/10/2018,25.39
16/10/2018,25.39
17/10/2018,25.38
18/10/2018,25.34
19/10/2018,25.32
20/10/2018,25.3
21/10/2018,25.37
22/10/2018,25.36
23/10/2018,25.38
24/10/2018,25.3
25/10/2018,25.27
26/10/2018,25.29
27/10/2018,25.29
28/10/2018,25.29
29/10/2018,25.08
30/10/2018,25.05
31/10/2018,25.05
1/11/2018,25.18
2/11/2018,25.2
3/11/2018,25.18
4/11/2018,25.21
5/11/2018,25.17
6/11/2018,25.13
7/11/2018,25.17
8/11/2018,25.25
9/11/2018,25.28
10/11/2018,25.27
11/11/2018,25.19
12/11/2018,25.18
13/11/2018,25.21
14/11/2018,25.19
15/11/2018,25.19
16/11/2018,25.2
17/11/2018,25.22
18/11/2018,25.16
19/11/2018,25.17
20/11/2018,25.14
21/11/2018,25.16
22/11/2018,25.15
23/11/2018,25.13
24/11/2018,25.13
25/11/2018,25.16
26/11/2018,25.17
27/11/2018,25.15
28/11/2018,25.16
29/11/2018,26.79
30/11/2018,26.81
1/12/2018,25.06
2/12/2018,25.07
3/12/2018,25.08
4/12/2018,25.1
5/12/2018,25.09
6/12/2018,25.06
7/12/2018,25.11
8/12/2018,25.13
9/12/2018,25.14
10/12/2018,25.12
11/12/2018,25.09
12/12/2018,25.05
13/12/2018,25.03
14/12/2018,25.02
15/12/2018,25
16/12/2018,25.61
17/12/2018,26.72
18/12/2018,26.76
19/12/2018,26.84
20/12/2018,26.84
21/12/2018,26.85
22/12/2018,26.84
23/12/2018,26.82
24/12/2018,26.85
25/12/2018,26.86
26/12/2018,26.82
27/12/2018,26.79
28/12/2018,26.78
29/12/2018,26.78
30/12/2018,26.78
31/12/2018,26.78
1/1/2019,26.72
2/1/2019,26.72
3/1/2019,26.71
4/1/2019,26.76
5/1/2019,26.83
6/1/2019,26.79
7/1/2019,26.76
8/1/2019,26.79
9/1/2019,26.78
10/1/2019,26.76
11/1/2019,26.8
12/1/2019,26.74
13/1/2019,26.72
14/1/2019,26.79
15/1/2019,26.79
16/1/2019,26.72
17/1/2019,26.71
18/1/2019,26.73
19/1/2019,26.74
20/1/2019,26.79
21/1/2019,26.77
22/1/2019,26.75
23/1/2019,26.74
24/1/2019,26.74
25/1/2019,26.73
26/1/2019,26.7
27/1/2019,26.73
28/1/2019,26.73
29/1/2019,26.77
30/1/2019,26.78
31/1/2019,26.76
1/2/2019,26.81
2/2/2019,26.79
3/2/2019,26.75
4/2/2019,26.78
5/2/2019,26.81
6/2/2019,26.77
7/2/2019,26.76
8/2/2019,26.79
9/2/2019,26.82
10/2/2019,26.81
11/2/2019,26.71
12/2/2019,26.71
13/2/2019,26.69
14/2/2019,26.72
15/2/2019,26.76
16/2/2019,26.75
17/2/2019,26.77
18/2/2019,26.82
19/2/2019,26.81
20/2/2019,26.78
21/2/2019,26.81
22/2/2019,26.84
23/2/2019,26.81
24/2/2019,26.77
25/2/2019,26.81
26/2/2019,26.8
27/2/2019,26.79
28/2/2019,26.8
1/3/2019,26.78
2/3/2019,26.78
3/3/2019,26.75
4/3/2019,26.75
5/3/2019,26.73
6/3/2019,26.77
7/3/2019,26.79
8/3/2019,26.78
9/3/2019,26.79
10/3/2019,26.8
11/3/2019,26.83
12/3/2019,26.83
13/3/2019,26.79
14/3/2019,26.74
15/3/2019,26.73
16/3/2019,26.7
17/3/2019,26.72
18/3/2019,26.75
19/3/2019,26.76
20/3/2019,26.78
21/3/2019,26.8
22/3/2019,26.8
23/3/2019,26.8
24/3/2019,26.8
25/3/2019,26.79
26/3/2019,26.74
27/3/2019,26.68
28/3/2019,26.75
29/3/2019,26.78
30/3/2019,26.74
31/3/2019,26.73
1/4/2019,26.77
2/4/2019,26.69
3/4/2019,26.75
4/4/2019,26.78
5/4/2019,26.75
6/4/2019,26.77
7/4/2019,26.77
8/4/2019,26.79
9/4/2019,26.77
10/4/2019,26.77
11/4/2019,26.81
12/4/2019,26.8
13/4/2019,26.8
14/4/2019,26.78
15/4/2019,26.81
16/4/2019,26.87
17/4/2019,26.84
18/4/2019,26.84
19/4/2019,26.81
20/4/2019,26.83
21/4/2019,26.84
22/4/2019,26.82
23/4/2019,26.81
24/4/2019,26.78
25/4/2019,26.82
26/4/2019,26.78
27/4/2019,26.74
28/4/2019,26.7
29/4/2019,26.76
30/4/2019,26.75
1/5/2019,26.76
2/5/2019,26.77
3/5/2019,26.78
4/5/2019,26.79
5/5/2019,26.77
6/5/2019,26.78
7/5/2019,26.81
8/5/2019,26.8
9/5/2019,26.75
10/5/2019,26.73
11/5/2019,26.74
12/5/2019,26.74
13/5/2019,26.78
14/5/2019,26.75
15/5/2019,26.75
16/5/2019,26.72
17/5/2019,26.71
18/5/2019,26.75
19/5/2019,26.7
20/5/2019,26.73
21/5/2019,26.73
22/5/2019,26.72
23/5/2019,26.69
24/5/2019,26.74
25/5/2019,26.74
26/5/2019,26.73
27/5/2019,26.71
28/5/2019,26.78
29/5/2019,26.74
30/5/2019,26.69
31/5/2019,26.68
1/6/2019,26.73
2/6/2019,26.68
3/6/2019,26.71
4/6/2019,26.7
5/6/2019,26.69
6/6/2019,26.6
7/6/2019,26.6
8/6/2019,26.62
9/6/2019,26.64
10/6/2019,26.67
11/6/2019,26.69
12/6/2019,26.72
13/6/2019,26.73
14/6/2019,26.76
15/6/2019,26.69
16/6/2019,26.71
17/6/2019,26.65
18/6/2019,26.61
19/6/2019,26.66
20/6/2019,26.75
21/6/2019,26.72
22/6/2019,26.73
23/6/2019,26.7
24/6/2019,26.73
25/6/2019,26.76
26/6/2019,26.62
27/6/2019,26.68
28/6/2019,26.76
29/6/2019,26.73
30/6/2019,26.73
1/7/2019,26.76
2/7/2019,26.78
3/7/2019,26.73
4/7/2019,26.7
5/7/2019,26.73
6/7/2019,26.68
7/7/2019,26.64
8/7/2019,26.7
9/7/2019,26.71
10/7/2019,26.72
11/7/2019,26.71
12/7/2019,26.65
13/7/2019,26.63
14/7/2019,26.65
15/7/2019,26.68
16/7/2019,26.73
17/7/2019,26.71
18/7/2019,26.72
19/7/2019,26.75
20/7/2019,26.77
21/7/2019,26.77
22/7/2019,26.74
23/7/2019,26.73
24/7/2019,26.67
25/7/2019,26.61
26/7/2019,26.71
27/7/2019,26.66
28/7/2019,26.67
29/7/2019,26.74
30/7/2019,26.71
31/7/2019,27.86
1/8/2019,26.71
2/8/2019,26.74
3/8/2019,26.7
4/8/2019,26.75
5/8/2019,26.76
6/8/2019,26.75
7/8/2019,26.71
8/8/2019,26.74
9/8/2019,26.72
10/8/2019,26.71
11/8/2019,26.78
12/8/2019,26.76
13/8/2019,26.78
14/8/2019,26.74
15/8/2019,26.69
16/8/2019,26.7
17/8/2019,26.73
18/8/2019,26.68
19/8/2019,26.73
20/8/2019,26.8
21/8/2019,26.71
22/8/2019,26.71
23/8/2019,26.73
24/8/2019,26.68
25/8/2019,26.66
26/8/2019,26.69
27/8/2019,26.72
28/8/2019,26.71
29/8/2019,26.74
30/8/2019,26.74
31/8/2019,26.74
1/9/2019,26.74
2/9/2019,26.76
3/9/2019,26.73
4/9/2019,26.68
5/9/2019,26.7
6/9/2019,26.8
7/9/2019,26.8
8/9/2019,26.73
9/9/2019,26.69
10/9/2019,26.71
11/9/2019,26.71
12/9/2019,26.73
13/9/2019,26.72
14/9/2019,26.69
15/9/2019,26.68
16/9/2019,26.74
17/9/2019,26.72
18/9/2019,26.72
19/9/2019,26.75
20/9/2019,26.72
21/9/2019,26.76
22/9/2019,26.77
23/9/2019,26.75
24/9/2019,26.73
25/9/2019,26.72
26/9/2019,26.72
27/9/2019,26.69
28/9/2019,26.7
29/9/2019,32.4
30/9/2019,32.37
1/10/2019,26.74
2/10/2019,26.68
3/10/2019,26.69
4/10/2019,26.69
5/10/2019,26.74
6/10/2019,26.72
7/10/2019,26.7
8/10/2019,26.74
9/10/2019,26.78
10/10/2019,27.38
11/10/2019,28.19
12/10/2019,27.61
13/10/2019,27.78
14/10/2019,29.9
15/10/2019,29.74
16/10/2019,29.65
17/10/2019,29.81
18/10/2019,30.22
19/10/2019,31.32
20/10/2019,31.67
21/10/2019,31.07
22/10/2019,31.25
23/10/2019,31.24
24/10/2019,31.79
25/10/2019,32.03
26/10/2019,32.29
27/10/2019,32.19
28/10/2019,32.27
29/10/2019,29
30/10/2019,30.43
31/10/2019,30.43
1/11/2019,32.78
2/11/2019,33.19
3/11/2019,33.38
4/11/2019,32.48
5/11/2019,30.37
6/11/2019,26.82
7/11/2019,27.78
8/11/2019,27.85
9/11/2019,27.35
10/11/2019,26.78
11/11/2019,26.57
12/11/2019,26.55
13/11/2019,26.88
14/11/2019,26.92
15/11/2019,27.22
16/11/2019,27.39
17/11/2019,26.95
18/11/2019,27.25
19/11/2019,27.4
20/11/2019,28.03
21/11/2019,27.96
22/11/2019,27.87
23/11/2019,28.49
24/11/2019,28.04
25/11/2019,27.9
26/11/2019,28.01
27/11/2019,28.06
28/11/2019,27.95
29/11/2019,28.11
30/11/2019,27.94
1/12/2019,31.35
2/12/2019,34.2
3/12/2019,32.61
4/12/2019,30.17
5/12/2019,28.86
6/12/2019,28.67
7/12/2019,28.56
8/12/2019,28.64
9/12/2019,29.25
10/12/2019,29.18
11/12/2019,28.83
12/12/2019,28.57
13/12/2019,28.52
14/12/2019,28.81
15/12/2019,29.48
16/12/2019,30.65
17/12/2019,31.33
18/12/2019,32.38
19/12/2019,33.39
20/12/2019,30.36
21/12/2019,30.03
22/12/2019,29.44
23/12/2019,28.9
24/12/2019,28.75
25/12/2019,28.67
26/12/2019,28.5
27/12/2019,28.26
28/12/2019,28.16
29/12/2019,28.16
30/12/2019,28.16
31/12/2019,28.16
1/1/2020,27.83
2/1/2020,27.84
3/1/2020,27.8
4/1/2020,27.95
5/1/2020,27.95
6/1/2020,27.88
7/1/2020,27.91
8/1/2020,27.89
9/1/2020,28.22
10/1/2020,28.21
11/1/2020,28.19
12/1/2020,28.24
13/1/2020,28.17
14/1/2020,28.2
15/1/2020,27.91
16/1/2020,27.85
17/1/2020,27.43
18/1/2020,27.88
19/1/2020,28.13
20/1/2020,28.36
21/1/2020,27.96
22/1/2020,27.7
23/1/2020,27.69
24/1/2020,28.1
25/1/2020,27.75
26/1/2020,27.05
27/1/2020,26.85
28/1/2020,26.78
29/1/2020,27.64
30/1/2020,28.57
31/1/2020,28.51
1/2/2020,28.47
2/2/2020,28.64
3/2/2020,29.07
4/2/2020,28.79
5/2/2020,28.29
6/2/2020,28.03
7/2/2020,27.97
8/2/2020,28.09
9/2/2020,27.86
10/2/2020,29.32
11/2/2020,31.72
12/2/2020,31.18
13/2/2020,30.69
14/2/2020,30.78
15/2/2020,31.04
16/2/2020,31.69
17/2/2020,32.25
18/2/2020,33.16
19/2/2020,33.39
20/2/2020,32.9
21/2/2020,32.85
22/2/2020,33.66
23/2/2020,34.42
24/2/2020,35.06
25/2/2020,33.79
26/2/2020,34.13
27/2/2020,34.43
28/2/2020,34.84
29/2/2020,34.24
1/3/2020,34.51
2/3/2020,34.76
3/3/2020,33.73
4/3/2020,33.87
5/3/2020,33.3
6/3/2020,33.25
7/3/2020,35.67
8/3/2020,36.46
9/3/2020,36.18
10/3/2020,36.8
11/3/2020,36.06
12/3/2020,35.64
13/3/2020,34.56
14/3/2020,34.99
15/3/2020,34.44
16/3/2020,34.06
17/3/2020,34.52
18/3/2020,34.63
19/3/2020,34.33
20/3/2020,34.65
21/3/2020,34.51
22/3/2020,34.21
23/3/2020,33.94
24/3/2020,34.74
25/3/2020,34.96
26/3/2020,36.22
27/3/2020,36.21
28/3/2020,35.32
29/3/2020,34.6
30/3/2020,34.69
31/3/2020,41.09
1/4/2020,34.91
2/4/2020,34.94
3/4/2020,35.55
4/4/2020,35.73
5/4/2020,35.23
6/4/2020,34.61
7/4/2020,35
8/4/2020,34.38
9/4/2020,34.6
10/4/2020,34.11
11/4/2020,34.12
12/4/2020,34.51
13/4/2020,35.44
14/4/2020,35.35
15/4/2020,35.83
16/4/2020,36.07
17/4/2020,35.9
18/4/2020,36.63
19/4/2020,37.14
20/4/2020,36.52
21/4/2020,37.31
22/4/2020,40.4
23/4/2020,39.87
24/4/2020,40.23
25/4/2020,40.37
26/4/2020,40.53
27/4/2020,40.32
28/4/2020,41.33
29/4/2020,41.03
30/4/2020,45.08
1/5/2020,41.02
2/5/2020,42.69
3/5/2020,43.39
4/5/2020,43.1
5/5/2020,42.08
6/5/2020,42.92
7/5/2020,42.2
8/5/2020,42.89
9/5/2020,42.71
10/5/2020,42.24
11/5/2020,42.64
12/5/2020,42.88
13/5/2020,44.3
14/5/2020,44.49
15/5/2020,42.89
16/5/2020,43.1
17/5/2020,44.43
18/5/2020,45.23
19/5/2020,43.93
20/5/2020,44.61
21/5/2020,44.78
22/5/2020,44.83
23/5/2020,44.75
24/5/2020,44.43
25/5/2020,43.43
26/5/2020,43.49
27/5/2020,44.07
28/5/2020,43.23
29/5/2020,44.43
30/5/2020,44.43
31/5/2020,44.43
1/6/2020,44.73
2/6/2020,45.41
3/6/2020,43.97
4/6/2020,43.97
5/6/2020,43.97
6/6/2020,43.97
7/6/2020,43.97
8/6/2020,43.97
9/6/2020,43.97
10/6/2020,43.97
11/6/2020,43.97
12/6/2020,43.97
13/6/2020,43.97
14/6/2020,43.97
15/6/2020,43.97
16/6/2020,43.97
17/6/2020,43.97
18/6/2020,43.97
19/6/2020,43.97
20/6/2020,43.97
21/6/2020,43.97
22/6/2020,43.97
23/6/2020,43.97
24/6/2020,43.97
25/6/2020,43.97
26/6/2020,43.97
27/6/2020,43.97
28/6/2020,43.97
29/6/2020,43.97
30/6/2020,43.97
1/7/2020,?
2/7/2020,?
3/7/2020,?
4/7/2020,?
5/7/2020,?
6/7/2020,?
7/7/2020,?
8/7/2020,?
9/7/2020,?
10/7/2020,?
11/7/2020,?
12/7/2020,?
13/7/2020,?
14/7/2020,?
15/7/2020,?
16/7/2020,?
17/7/2020,?
18/7/2020,?
19/7/2020,?
20/7/2020,?
21/7/2020,?
22/7/2020,?
23/7/2020,?
24/7/2020,?
25/7/2020,?
26/7/2020,?
27/7/2020,?
28/7/2020,?
29/7/2020,?
30/7/2020,?
31/7/2020,?
1/8/2020,?
2/8/2020,?
3/8/2020,?
4/8/2020,?
5/8/2020,?
6/8/2020,?
7/8/2020,?
8/8/2020,?
9/8/2020,?
10/8/2020,?
11/8/2020,?
12/8/2020,?
13/8/2020,?
14/8/2020,?
15/8/2020,?
16/8/2020,?
17/8/2020,?
18/8/2020,?
19/8/2020,?
20/8/2020,?
21/8/2020,?
22/8/2020,?
23/8/2020,?
24/8/2020,?
25/8/2020,?
26/8/2020,?
27/8/2020,?
28/8/2020,?
29/8/2020,?
30/8/2020,?
31/8/2020,?
1/9/2020,?
2/9/2020,?
3/9/2020,?
4/9/2020,?
5/9/2020,?
6/9/2020,?
7/9/2020,?
8/9/2020,?
9/9/2020,?
10/9/2020,?
11/9/2020,?
12/9/2020,?
13/9/2020,?
14/9/2020,?
15/9/2020,?
16/9/2020,?
17/9/2020,?
18/9/2020,?
19/9/2020,?
20/9/2020,?
21/9/2020,?
22/9/2020,?
23/9/2020,?
24/9/2020,?
25/9/2020,?
26/9/2020,?
27/9/2020,?
28/9/2020,?
29/9/2020,?
30/9/2020,?
1/10/2020,?
2/10/2020,?
3/10/2020,?
4/10/2020,?
5/10/2020,?
6/10/2020,?
7/10/2020,?
8/10/2020,?
9/10/2020,?
10/10/2020,?
11/10/2020,?
12/10/2020,?
13/10/2020,?
14/10/2020,?
15/10/2020,?
16/10/2020,?
17/10/2020,?
18/10/2020,?
19/10/2020,?
20/10/2020,?
21/10/2020,?
22/10/2020,?
23/10/2020,?
24/10/2020,?
25/10/2020,?
26/10/2020,?
27/10/2020,?
28/10/2020,?
29/10/2020,?
30/10/2020,?
31/10/2020,?
1/11/2020,?
2/11/2020,?
3/11/2020,?
4/11/2020,?
5/11/2020,?
6/11/2020,?
7/11/2020,?
8/11/2020,?
9/11/2020,?
10/11/2020,?
11/11/2020,?
12/11/2020,?
13/11/2020,?
14/11/2020,?
15/11/2020,?
16/11/2020,?
17/11/2020,?
18/11/2020,?
19/11/2020,?
20/11/2020,?
21/11/2020,?
22/11/2020,?
23/11/2020,?
24/11/2020,?
25/11/2020,?
26/11/2020,?
27/11/2020,?
28/11/2020,?
29/11/2020,?
30/11/2020,?
1/12/2020,?
2/12/2020,?
3/12/2020,?
4/12/2020,?
5/12/2020,?
6/12/2020,?
7/12/2020,?
8/12/2020,?
9/12/2020,?
10/12/2020,?
11/12/2020,?
12/12/2020,?
13/12/2020,?
14/12/2020,?
15/12/2020,?
16/12/2020,?
17/12/2020,?
18/12/2020,?
19/12/2020,?
20/12/2020,?
21/12/2020,?
22/12/2020,?
23/12/2020,?
24/12/2020,?
25/12/2020,?
26/12/2020,?
27/12/2020,?
28/12/2020,?
29/12/2020,?
30/12/2020,?
31/12/2020,?
